id,Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seat_Availability
1,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3376,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:45,06h 30m,23:15,4.8,436,33
2,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2561,INDRA(A.C. Seater),17:15,05h 30m,22:45,3.3,528,38
3,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3358,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:20,07h 50m,01:10,3.9,436,29
4,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 2674,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,07h 50m,01:20,2.5,436,33
5,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,APSRTC - 3366,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:55,07h 50m,01:45,2.4,436,33
6,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,FRESHBUS,Electric A/C Seater (2+2),23:20,06h 25m,05:45,4.6,398,30
7,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,FRESHBUS,Electric A/C Seater (2+2),23:40,06h 15m,05:55,4.6,349,29
8,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,Electric A/C Seater (2+2),22:30,07h 30m,06:00,4.5,332,22
9,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,AdSai RK Travels,Non A/C Seater / Sleeper (2+1),23:00,05h 35m,04:35,4.2,399,19
10,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,FRESHBUS,Electric A/C Seater (2+2),23:59,06h 31m,06:30,4.6,349,29
11,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,IntrCity SmartBus,AC Sleeper (2+1),23:30,07h 15m,06:45,4.6,589,25
12,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:05,06h 15m,05:20,4.4,319,27
13,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,AdYolo Bus,A/C Seater / Sleeper (2+1),22:46,06h 38m,05:24,4.2,450,26
14,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Sri KVR Travels,A/C Sleeper (2+1),23:35,05h 40m,05:15,4.5,569,20
15,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Zingbus Plus,A/C Seater / Sleeper (2+1),23:03,06h 27m,05:30,4.7,337,14
16,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3585,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),16:30,05h 55m,22:25,3.9,720,29
17,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35133,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),17:00,05h 50m,22:50,3.4,720,35
18,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35135,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),17:45,05h 52m,23:37,3.9,720,39
19,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35085,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),18:30,06h 55m,01:25,4.0,720,47
20,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3613,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,07h 42m,02:42,2.5,469,28
21,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 9316,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:20,07h 50m,04:10,4.4,469,28
22,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35189,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),20:30,04h 50m,01:20,4.0,670,35
23,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 9651,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,07h 41m,04:41,4.3,469,30
24,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4046,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,06h 40m,03:40,4.3,469,17
25,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 9654,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40,07h 40m,05:20,3.6,469,12
26,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 40568,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:42,08h 18m,06:00,3.9,469,31
27,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35179,VENNELA (A.C. SLEEPER),21:45,04h 50m,02:35,4.7,781,20
28,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3916,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,05h 05m,02:50,4.4,469,29
29,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3970,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:50,06h 20m,04:10,4.7,469,31
30,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 38201,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:52,06h 08m,04:00,4.2,469,13
31,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35155,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:00,05h 42m,03:42,4.1,720,43
32,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3908,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,06h 25m,04:25,3.8,469,21
33,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4048,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,06h 20m,04:20,3.7,469,23
34,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4320,INDRA(A.C. Seater),22:00,06h 25m,04:25,3.3,567,18
35,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4792,INDRA(A.C. Seater),22:05,07h 05m,05:10,3.4,567,23
36,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3575,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:15,06h 25m,04:40,4.0,720,41
37,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 9934,STAR LINER(NON-AC SLEEPER 2+1),22:15,07h 15m,05:30,4.3,607,9
38,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35265,VENNELA (A.C. SLEEPER),22:15,04h 50m,03:05,3.8,781,15
39,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3509,STAR LINER(NON-AC SLEEPER 2+1),22:15,05h 44m,03:59,4.1,607,19
40,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3635,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:20,06h 35m,04:55,3.5,469,19
41,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3943,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:25,07h 00m,05:25,3.8,469,13
42,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35063,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:25,07h 45m,06:10,4.1,469,28
43,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3633,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:30,05h 40m,04:10,4.1,720,33
44,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3696,STAR LINER(NON-AC SLEEPER 2+1),22:30,05h 55m,04:25,4.3,607,13
45,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 95660,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:40,06h 35m,05:15,4.0,446,10
46,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4350,STAR LINER(NON-AC SLEEPER 2+1),22:45,05h 31m,04:16,4.6,607,12
47,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3838,VENNELA (A.C. SLEEPER),22:45,05h 45m,04:30,4.6,839,13
48,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4727,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,06h 49m,05:34,4.0,469,17
49,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3609,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:46,07h 54m,06:40,4.3,469,24
50,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3692,NIGHT RIDER (SEATER CUM SLEEPER),22:55,06h 40m,05:35,3.7,639,26
51,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3694,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:55,07h 20m,06:15,4.7,469,18
52,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3961,INDRA(A.C. Seater),22:55,06h 30m,05:25,3.9,567,35
53,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3968,INDRA(A.C. Seater),22:55,06h 10m,05:05,4.2,567,22
54,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3888,VENNELA (A.C. SLEEPER),23:00,04h 35m,03:35,4.2,781,16
55,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4893,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,06h 20m,05:20,4.1,469,30
56,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3900,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,05h 20m,04:20,4.5,469,16
57,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3278,VENNELA (A.C. SLEEPER),23:05,05h 45m,04:50,4.2,839,16
58,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4790,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:05,06h 15m,05:20,4.6,720,37
59,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3976,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,06h 35m,05:50,4.0,469,2
60,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 2785,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,05h 52m,05:07,4.0,469,26
61,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4352,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,06h 15m,05:30,2.9,469,19
62,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3690,INDRA(A.C. Seater),23:16,06h 44m,06:00,3.9,567,31
63,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35211,STAR LINER(NON-AC SLEEPER 2+1),23:20,06h 05m,05:25,3.3,607,7
64,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3951,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:25,06h 45m,06:10,4.3,469,17
65,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4354,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,06h 14m,05:44,4.5,469,5
66,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 23702,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,06h 10m,05:40,3.6,436,12
67,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4995,INDRA(A.C. Seater),23:30,06h 10m,05:40,4.3,567,30
68,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3545,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),23:30,06h 05m,05:35,4.1,720,47
69,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4814,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:40,05h 30m,05:10,4.9,469,33
70,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 35171,STAR LINER(NON-AC SLEEPER 2+1),23:40,07h 00m,06:40,3.6,607,24
71,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4178,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:40,05h 55m,05:35,4.5,720,35
72,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 4369,INDRA(A.C. Seater),23:45,05h 59m,05:44,3.9,567,22
73,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3057,VENNELA (A.C. SLEEPER),23:45,05h 00m,04:45,4.0,781,20
74,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,APSRTC - 3535,VENNELA (A.C. SLEEPER),23:50,05h 45m,05:35,3.8,839,24
75,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:25,06h 50m,06:15,4.7,369,22
76,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:45,06h 15m,06:00,4.6,409,26
77,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),22:50,06h 10m,05:00,4.7,399,21
78,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,AdIntrCity SmartBus,AC Sleeper (2+1),22:30,07h 10m,05:40,4.6,589,16
79,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:45,07h 00m,05:45,4.6,379,22
80,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,AC Sleeper (2+1),23:45,06h 15m,06:00,4.8,629,19
81,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),23:05,06h 30m,05:35,4.6,399,23
82,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,AdSai RK Travels,Non A/C Seater / Sleeper (2+1),22:10,07h 20m,05:30,4.1,500,23
83,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Zingbus Plus,A/C Seater / Sleeper (2+1),22:50,06h 55m,05:45,4.5,450,23
84,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),21:50,06h 05m,03:55,4.5,399,20
85,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),16:30,06h 45m,23:15,4.7,349,15
86,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,SAMANVI CITICONNECT,Non A/C Seater / Sleeper (2+1),00:45,06h 10m,06:55,4.0,500,21
87,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),22:30,07h 30m,06:00,4.5,417,13
88,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri Sanvi Tours and Travels,A/C Sleeper (2+1),23:25,05h 52m,05:17,4.6,649,25
89,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri Durga Malleswari Travels,A/C Sleeper (2+1),22:30,07h 15m,05:45,4.6,675,11
90,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),23:25,06h 15m,05:40,4.5,359,20
91,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,AC Sleeper (2+1),23:10,06h 25m,05:35,4.5,589,18
92,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),23:20,06h 40m,06:00,4.4,349,27
93,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,AC Sleeper (2+1),23:40,06h 50m,06:30,4.5,649,16
94,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Yolo Bus,A/C Sleeper (2+1),22:40,06h 19m,04:59,4.6,610,17
95,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Yolo Bus,A/C Seater / Sleeper (2+1),23:24,06h 19m,05:43,4.4,450,17
96,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:50,06h 20m,06:10,4.4,489,14
97,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Electric A/C Seater (2+2),17:30,06h 45m,00:15,4.5,349,23
98,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri Durga Malleswari Travels,A/C Sleeper (2+1),22:30,07h 25m,05:55,4.2,675,12
99,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),22:35,06h 35m,05:10,4.3,332,17
100,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,A/C Seater (2+2),21:50,06h 15m,04:05,4.3,332,12
101,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),23:30,06h 25m,05:55,4.3,629,21
102,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Zingbus Plus,A/C Seater / Sleeper (2+1),23:40,06h 20m,06:00,4.5,418,21
103,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),15:35,06h 25m,22:00,4.2,332,2
104,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),23:59,07h 13m,07:12,4.4,332,10
105,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Svkdt travels,A/C Sleeper (2+1),23:00,06h 50m,05:50,4.2,667,17
106,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater/Sleeper (2+1),21:30,07h 50m,05:20,4.1,498,4
107,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,BSR Tours And Travels,VE A/C Sleeper (2+1),23:50,06h 25m,06:15,4.8,780,8
108,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri KVR Travels,A/C Sleeper (2+1),23:45,05h 50m,05:35,4.1,714,22
109,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri Durga Malleswari Travels,A/C Seater / Sleeper (2+1),22:40,06h 50m,05:30,4.1,405,6
110,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,NueGo,Electric A/C Seater (2+2),16:00,06h 42m,22:42,4.0,332,2
111,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:30,06h 15m,05:45,4.2,499,16
112,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Zingbus Plus,A/C Sleeper (2+1),23:55,06h 35m,06:30,4.3,505,15
113,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Sri Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),22:00,06h 57m,04:57,4.5,550,22
114,Vijayawada to Hyderabad,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,V Kaveri Travels,A/C Seater / Sleeper (2+1),23:05,06h 52m,05:57,4.1,560,18
115,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2891,INDRA(A.C. Seater),17:00,03h 00m,20:00,3.4,340,26
116,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2534,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:15,04h 30m,21:45,3.9,281,34
117,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23527,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:45,04h 30m,22:15,3.8,281,34
118,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 27083,METRO LUXURY A/C,18:00,02h 50m,20:50,4.2,383,21
119,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3332,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,04h 00m,22:00,2.9,281,34
120,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2857,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",18:15,05h 15m,23:30,3.8,269,35
121,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2869,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,03h 00m,21:30,4.0,281,31
122,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3324,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,04h 00m,23:00,3.8,281,30
123,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 24275,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:20,03h 30m,22:50,3.8,281,31
124,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 27133,METRO LUXURY A/C,19:40,03h 05m,22:45,3.8,383,27
125,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 27093,METRO LUXURY A/C,20:20,03h 50m,00:10,4.4,383,28
126,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2217,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,04h 00m,00:30,3.6,281,34
127,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3104,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,05h 15m,02:15,3.8,281,29
128,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3189,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",21:20,03h 55m,01:15,3.8,239,35
129,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 4870,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,04h 15m,02:00,3.8,281,32
130,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3326,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:50,04h 10m,02:00,2.7,281,34
131,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 24281,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,04h 15m,02:15,3.8,281,33
132,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3354,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,03h 10m,01:10,4.4,281,34
133,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 23887,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:10,03h 50m,02:00,3.8,269,35
134,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 3438,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:40,03h 10m,01:50,4.6,281,2
135,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 2765,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,04h 15m,03:00,2.4,281,33
136,Kakinada to Visakhapatnam,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,APSRTC - 4872,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,04h 15m,03:15,3.8,281,34
