id,Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seat_Availability
1970,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 3088,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,06h 35m,01:05,3.8,342,36
1971,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 3435,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:45,05h 55m,00:40,4.8,342,23
1972,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 3359,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),18:55,05h 00m,23:55,4.2,526,48
1973,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 9201,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,04h 15m,23:15,4.2,342,33
1974,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 46391,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,04h 35m,23:50,3.8,342,33
1975,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 2967,INDRA(A.C. Seater),19:44,05h 36m,01:20,3.2,414,37
1976,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 3445,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,05h 30m,01:15,3.8,342,33
1977,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 5048,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,04h 14m,23:59,3.8,342,33
1978,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 3985,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,05h 00m,01:00,3.8,342,33
1979,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 3276,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",20:15,05h 00m,01:15,3.8,298,35
1980,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 3485,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:25,05h 05m,01:30,3.8,342,33
1981,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 4344,INDRA(A.C. Seater),20:30,05h 30m,02:00,4.0,414,38
1982,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 4275,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,04h 55m,01:25,3.8,344,29
1983,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 2924,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:47,05h 58m,02:45,3.8,342,31
1984,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 43441,INDRA(A.C. Seater),21:00,05h 00m,02:00,3.8,414,38
1985,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 4626,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,05h 00m,02:00,3.8,346,34
1986,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 3008,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,04h 30m,01:45,3.8,342,31
1987,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 4283,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:20,04h 30m,01:50,3.8,344,34
1988,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 3070,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:25,04h 45m,02:10,3.8,342,33
1989,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 3497,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),21:30,04h 10m,01:40,2.5,528,44
1990,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 2983,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40,05h 35m,03:15,3.8,342,33
1991,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 4754,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,04h 10m,02:10,3.8,344,31
1992,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 2746,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,04h 20m,02:50,4.8,342,31
1993,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 4948,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,04h 50m,03:20,3.8,344,34
1994,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 3939,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:45,05h 15m,04:00,2.7,528,44
1995,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 9331,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,05h 30m,04:15,3.1,344,33
1996,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 3066,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,05h 15m,04:00,3.8,342,33
1997,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 3979,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,04h 30m,03:15,5.0,344,33
1998,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 3463,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,04h 30m,03:30,3.7,344,33
1999,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 3016,INDRA(A.C. Seater),23:00,04h 30m,03:30,4.5,414,36
2000,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 3098,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:02,05h 58m,05:00,3.8,328,35
2001,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 3269,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:10,05h 05m,04:15,3.8,312,30
2002,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 2748,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,04h 20m,03:50,4.4,342,33
2003,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 9497,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:45,04h 30m,04:15,4.1,344,31
2004,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,APSRTC - 3022,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:50,04h 55m,04:45,3.8,328,35
2005,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Shyamoli Paribahan Pvt Ltd,Volvo 9600 Multi-Axle A/C Sleeper (2+1),15:50,03h 10m,19:00,4.3,604,9
2006,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,PRL BUS,A/C Seater / Sleeper (2+1),16:00,04h 25m,20:25,3.3,599,28
2007,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,PRL BUS,A/C Seater / Sleeper (2+1),16:00,05h 00m,21:00,3.3,700,22
2008,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Zingbus Plus,A/C Sleeper (2+1),16:50,04h 35m,21:25,4.9,467,17
2009,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Shyamoli Paribahan Pvt Ltd,A/C Seater/Sleeper (2+1),17:15,05h 15m,22:30,4.3,604,19
2010,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri Keerthana Sai Travels,Non A/C Seater / Sleeper (2+1),17:30,04h 59m,22:29,3.2,450,24
2011,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,GMC Travels,A/C Seater / Sleeper (2+1),17:50,05h 20m,23:10,4.3,549,19
2012,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Zingbus Plus,A/C Sleeper (2+1),18:00,04h 10m,22:10,4.9,467,21
2013,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Mythri Tours And Travels,A/C Sleeper (2+1),18:15,04h 00m,22:15,4.6,749,11
2014,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),19:15,04h 00m,23:15,3.4,799,18
2015,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Mayuri Travels,Non A/C Seater / Sleeper (2+1),19:30,03h 52m,23:22,3.5,700,16
2016,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,NueGo,Electric A/C Seater/Sleeper (2+1),20:00,04h 36m,00:36,4.1,362,13
2017,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,SRKT Travels,Non A/C Seater / Sleeper (2+1),20:00,05h 46m,01:46,3.9,450,27
2018,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,SRKT Travels,Non A/C Seater / Sleeper (2+1),20:30,05h 50m,02:20,3.9,450,31
2019,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri NVR Travels,Non A/C Seater / Sleeper (2+1),20:50,03h 11m,00:01,3.2,401,30
2020,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri Padmavathi Travels,Non A/C Seater / Sleeper (2+1),21:00,04h 00m,01:00,3.5,550,28
2021,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),21:00,05h 00m,02:00,3.1,450,19
2022,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri VInayaka Travels(Siva's),NON A/C Sleeper (2+1),21:00,04h 30m,01:30,3.6,649,23
2023,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri KVR Travels,A/C Seater / Sleeper (2+1),21:15,05h 45m,03:00,3.1,643,24
2024,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri Amaravathi Travels,Non AC Seater (2+2),21:25,04h 50m,02:15,3.5,405,28
2025,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,SRKT Travels,A/C Seater / Sleeper (2+1),21:30,04h 30m,02:00,3.9,480,32
2026,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Jayalakshmi Tours and Travels,A/C Seater / Sleeper (2+1),21:30,05h 00m,02:30,3.6,719,40
2027,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri Padmavathi Travels,Non A/C Seater / Sleeper (2+1),21:40,04h 50m,02:30,3.5,550,23
2028,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,SREE PAVAN TRAVELS,Non A/C Seater / Sleeper (2+1),21:45,04h 15m,02:00,3.6,450,23
2029,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sai RK Travels,Non A/C Seater / Sleeper (2+1),21:45,04h 00m,01:45,3.6,499,28
2030,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,NueGo,Electric A/C Seater/Sleeper (2+1),21:45,04h 36m,02:21,4.8,370,11
2031,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Express Line,VE A/C Seater / Sleeper (2+1),21:50,03h 10m,01:00,4.5,602,11
2032,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri Padmavathi Travels,Non A/C Seater / Sleeper (2+1),22:00,05h 00m,03:00,3.5,450,27
2033,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:00,04h 20m,02:20,3.1,450,25
2034,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Prathap Travels,Non A/C Seater / Sleeper (2+1),22:10,03h 55m,02:05,3.8,495,22
2035,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:15,04h 00m,02:15,3.1,450,34
2036,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:15,04h 15m,02:30,3.1,450,47
2037,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sree Durga Kaveri Travels,Non A/C Seater / Sleeper (2+1),22:30,05h 05m,03:35,3.3,780,38
2038,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Navin Travels,Non A/C Seater / Sleeper (2+1),22:30,04h 30m,03:00,3.7,555,15
2039,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:35,04h 25m,03:00,3.1,450,41
2040,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla,APSRTC - 36431,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,04h 15m,23:30,3.9,302,33
2041,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla,APSRTC - 4409,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,04h 15m,00:15,4.4,302,32
2042,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla,APSRTC - 4407,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,04h 35m,03:35,3.7,313,27
2043,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla,APSRTC - 4419,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:45,04h 15m,04:00,4.1,302,33
2044,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla,TGSRTC - 9717,Deluxe (Non AC Seater 2+2),17:45,04h 00m,21:45,2.9,265,37
2045,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla,Dosti Tours and Travels,A/C Sleeper (2+1),22:00,05h 15m,03:15,4.9,719,20
2046,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla,IVR Tours and Travels,Non A/C Seater / Sleeper (2+1),21:55,04h 50m,02:45,4.5,500,26
2047,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla,Sri Laxmi Sravanthi Siva Tours And Travels,Non A/C Seater / Sleeper (2+1),21:30,05h 30m,03:00,3.0,5000,25
2048,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla,SHANU TRAVELS,Non A/C Seater / Sleeper (2+1),21:50,06h 15m,04:05,2.1,499,25
2049,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla,IVR Tours and Travels,Non A/C Seater / Sleeper (2+1),21:30,05h 15m,02:45,2.8,500,24
2050,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla,Harikrishna Travels,Non A/C Seater / Sleeper (2+1),22:00,05h 00m,03:00,2.8,499,31
2051,Hyderabad to Macherla (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-macherla,Harikrishna Travels,Non A/C Seater / Sleeper (2+1),23:00,04h 00m,03:00,2.8,750,26
2052,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,APSRTC - 5087,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,07h 15m,03:15,2.0,613,33
2053,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,APSRTC - 5089,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,06h 45m,03:15,3.6,613,33
2054,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,APSRTC - 5095,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,06h 45m,04:15,3.8,613,26
2055,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,APSRTC - 5091,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,06h 45m,04:45,3.8,613,29
2056,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,APSRTC - 4118,INDRA(A.C. Seater),22:15,06h 45m,05:00,2.5,771,30
2057,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,APSRTC - 3870,VENNELA (A.C. SLEEPER),22:30,06h 10m,04:40,4.3,1140,5
2058,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,APSRTC - 4021,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,08h 35m,07:20,2.2,617,33
2059,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,APSRTC - 3872,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:30,06h 10m,05:40,4.3,1016,22
2060,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,APSRTC - 4309,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:45,06h 45m,06:30,3.4,617,28
2061,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,LUCKY TRAVELS,A/C Sleeper (2+1),21:40,07h 45m,05:25,4.2,549,14
2062,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,LUCKY TRAVELS,NON A/C Sleeper (2+1),21:50,08h 55m,06:45,4.1,499,20
2063,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,GreenLine Travels And Holidays,Non A/C Seater / Sleeper (2+1),21:50,08h 40m,06:30,4.4,530,30
2064,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,AdSiri SmartBus,VE A/C Sleeper (2+1),21:30,07h 35m,05:05,4.5,630,12
2065,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Dream Line Travels Pvt Ltd,A/C Sleeper (2+1),22:00,07h 15m,05:15,4.3,650,9
2066,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Rajesh Transports,A/C Volvo B11R Multi-Axle Sleeper (2+1),21:45,07h 45m,05:30,4.4,1080,22
2067,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Jabbar Travels,NON A/C Sleeper (2+1),22:00,07h 30m,05:30,4.3,500,8
2068,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),23:59,07h 01m,07:00,4.2,404,7
2069,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Rajeswari Travels,A/C Seater / Sleeper (2+1),21:15,08h 15m,05:30,3.8,450,20
2070,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,METRO LINES TRAVELS,NON A/C Seater/ Sleeper (2+1),20:50,07h 55m,04:45,4.0,398,12
2071,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Green Line Travels And Holidays Premium Business Class,VE Executive A/C Sleeper (1+1),21:30,08h 00m,05:30,4.7,1350,8
2072,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,GKT TRAVELS,A/C Seater/Sleeper (2+1),21:00,07h 40m,04:40,4.0,522,27
2073,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,VEGA BUS,A/C Seater / Sleeper (2+1),21:00,07h 10m,04:10,4.2,380,25
2074,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Go Tour Travels and Holidays,A/C Sleeper (2+1),21:00,08h 30m,05:30,4.4,594,10
2075,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,GreenLine Travels And Holidays,VE A/C Sleeper (2+1),21:40,08h 20m,06:00,4.6,900,12
2076,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Rajesh Transports,A/C Sleeper (2+1),21:40,08h 35m,06:15,4.3,900,15
2077,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,ASHITHA TRAVELS,A/C Sleeper (2+1),21:40,07h 25m,05:05,4.6,759,11
2078,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,AKHILA TRAVELS,A/C Semi Sleeper / Sleeper (2+1),23:05,07h 45m,06:50,4.5,499,10
2079,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Sri Vengamamba Bus Transport (SVBT),Non A/C Seater / Sleeper (2+1),21:40,07h 50m,05:30,4.4,400,18
2080,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,AKHILA TRAVELS,A/C Semi Sleeper / Sleeper (2+1),21:30,08h 00m,05:30,4.3,449,15
2081,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Sri Vengamamba Bus Transport (SVBT),A/C Seater/Sleeper (2+1),22:30,07h 00m,05:30,4.7,550,14
2082,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),22:45,06h 30m,05:15,4.3,560,9
2083,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Kaveri Travels,VE A/C Sleeper (2+1),23:59,06h 01m,06:00,4.4,629,10
2084,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,JTS Tours and Travels,A/C Sleeper (2+1),21:00,08h 00m,05:00,2.9,540,15
2085,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Kaveri Travels,A/C Seater / Sleeper (2+1),23:55,07h 45m,07:40,4.4,549,14
2086,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Rajeswari Travels,Non A/C Seater / Sleeper (2+1),21:15,08h 00m,05:15,3.8,450,22
2087,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Rajeswari Travels,A/C Sleeper (2+1),21:30,08h 15m,05:45,2.2,650,5
2088,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,JTS Tours and Travels,A/C Sleeper (2+1),21:30,07h 30m,05:00,2.9,540,9
2089,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Sri Venkataramana Travels,Non A/C Seater / Sleeper (2+1),23:59,06h 31m,06:30,2.7,450,11
2090,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Shyamoli Paribahan Pvt Ltd,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),23:35,06h 25m,06:00,4.6,1240,5
2091,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,V Kaveri Travels,VE A/C Sleeper (2+1),23:15,06h 45m,06:00,4.7,800,7
2092,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Intercity travels,Bharat Benz A/C Sleeper (2+1),23:45,06h 45m,06:30,4.2,911,6
2093,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Rajesh Transports,A/C Volvo B11R Multi-Axle Sleeper (2+1),23:59,06h 46m,06:45,4.4,1010,9
2094,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Sri Vengamamba Bus Transport (SVBT),A/C Seater/Sleeper (2+1),23:30,06h 50m,06:20,4.2,690,11
2095,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),00:30,05h 30m,06:00,4.4,550,4
2096,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Rajesh Transports,NON A/C Sleeper (2+1),23:10,07h 20m,06:30,4.7,805,14
2097,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,BSR Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),22:15,07h 15m,05:30,4.5,1180,10
2098,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Bharathi Travels,Non A/C Seater / Sleeper (2+1),21:45,07h 50m,05:35,3.2,349,16
2099,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Sri Shrinivasa Bus Transport (SSBT),NON A/C Semi Sleeper / Sleeper (2+1),23:15,06h 45m,06:00,4.0,5890,40
2100,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Vihari Travels ,A/C Seater / Sleeper (2+1),21:45,09h 25m,07:10,3.8,379,16
2101,Nellore to Bangalore,https://www.redbus.in/bus-tickets/nellore-to-bangalore,Jabbar Travels,Bharat Benz A/C Sleeper (2+1),22:30,07h 30m,06:00,3.7,581,11
